Gender,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Extracurricular_Involvement,Previous_Semester_GPA,Productivity_Score,Performance_Category,Gender_Encoded,SM_Percentage
Female,Healthy,High,High,87.9,49.4,5.6,Very Active,3.0,7.8,3.9,7.4,63.2,High,0,58.57142857142856
Female,Poor,High,Low,79.9,70.7,3.1,Very Active,5.8,8.7,3.9,10.0,77.3,High,0,0.0
Female,Poor,High,High,72.4,75.3,4.9,Underactive,6.1,4.8,2.9,8.3,30.6,Low,0,51.42857142857144
Male,Healthy,Low,Low,67.5,76.8,5.3,Underactive,5.6,8.6,4.5,3.9,49.1,Medium,1,60.0
Male,Healthy,High,High,85.0,71.8,0.0,Very Active,8.7,7.9,9.2,6.0,63.5,High,1,50.0
Female,Healthy,High,High,85.1,89.5,6.0,Underactive,7.6,6.0,3.5,7.6,53.4,Medium,0,46.15384615384615
Male,Poor,High,Moderate,81.8,100.0,10.0,Very Active,8.2,3.5,0.0,5.7,47.2,Medium,1,12.5
Male,Poor,High,Moderate,62.5,90.4,7.5,Underactive,7.8,7.8,2.9,9.2,63.8,High,1,25.97402597402597
Male,Healthy,High,Low,45.5,76.2,5.6,Moderately Active,4.8,4.0,2.3,5.3,48.0,Medium,1,10.869565217391305
Female,Poor,High,Moderate,80.7,55.8,4.2,Moderately Active,5.5,7.0,4.8,9.0,41.1,Low,0,45.238095238095234
Female,Poor,High,High,56.2,75.7,2.3,Very Active,3.9,6.8,1.7,4.5,35.3,Low,0,48.75
Male,Poor,Moderate,Moderate,100.0,89.8,6.9,Moderately Active,1.7,6.6,1.7,5.1,65.2,High,1,40.0
Female,Poor,High,High,74.3,59.0,8.1,Moderately Active,5.0,4.1,5.2,8.6,49.1,Medium,0,59.70149253731343
Female,Healthy,High,High,66.4,80.4,7.8,Underactive,4.7,7.2,5.7,7.4,64.3,High,0,73.17073170731709
Male,Poor,Moderate,Low,72.5,91.6,4.5,Underactive,5.7,10.0,1.7,4.4,58.9,Medium,1,0.0
Male,Poor,High,High,79.5,77.8,5.4,Underactive,3.7,8.2,2.5,7.0,66.2,High,1,44.44444444444445
Male,Excessive,High,High,93.9,92.4,6.5,Very Active,8.0,7.5,2.2,7.9,74.2,High,1,66.12903225806451
Female,Poor,High,Low,81.8,52.0,7.2,Moderately Active,7.7,5.0,5.7,5.3,47.5,Medium,0,0.0
Male,Healthy,High,Moderate,88.7,51.9,7.2,Very Active,7.4,7.2,2.4,7.2,60.0,Medium,1,29.687499999999993
Male,Excessive,High,High,99.2,100.0,6.1,Very Active,10.0,6.7,3.4,5.4,56.7,Medium,1,64.51612903225806
Female,Poor,Moderate,High,82.5,81.9,7.7,Very Active,5.4,3.8,5.4,8.9,61.3,Medium,0,94.11764705882354
Male,Healthy,High,High,58.4,46.1,6.1,Underactive,10.0,6.5,5.7,4.4,30.9,Low,1,69.62025316455696
Female,Poor,High,High,62.3,50.2,8.0,Very Active,4.8,7.9,4.0,6.6,53.2,Medium,0,89.18918918918918
Female,Poor,High,Low,60.6,100.0,2.7,Very Active,4.2,6.2,0.9,5.1,63.3,High,0,14.285714285714285
Male,Healthy,High,High,77.5,54.2,5.2,Very Active,7.2,2.6,4.7,7.4,45.2,Low,1,71.11111111111111
Female,Poor,High,High,69.2,84.0,3.9,Very Active,5.8,7.7,9.8,4.9,56.2,Medium,0,58.22784810126581
Male,Poor,High,High,82.9,81.9,7.7,Very Active,2.9,6.4,5.3,7.2,72.8,High,1,67.85714285714286
Female,Poor,High,High,89.1,55.1,4.7,Underactive,4.4,6.3,0.0,8.3,46.2,Low,0,71.60493827160494
Female,Healthy,High,High,80.9,75.0,0.9,Very Active,7.4,8.1,5.2,5.4,65.6,High,0,61.01694915254237
Female,Poor,High,Low,84.7,55.8,4.9,Very Active,3.3,7.0,5.0,6.2,61.2,Medium,0,9.836065573770492
Male,Poor,High,High,86.0,64.2,5.9,Underactive,4.8,4.4,7.5,5.1,53.4,Medium,1,42.00000000000001
Male,Poor,High,High,85.5,64.8,9.0,Very Active,7.7,7.3,1.8,5.7,48.0,Medium,1,37.31343283582089
Female,Healthy,High,High,91.0,70.3,4.8,Moderately Active,8.2,8.0,3.3,8.2,60.9,Medium,0,50.0
Female,Poor,Moderate,High,95.5,61.7,8.2,Underactive,7.4,4.3,5.4,6.2,55.2,Medium,0,70.0
Female,Poor,High,High,100.0,80.1,4.9,Moderately Active,1.0,6.4,0.6,5.9,50.3,Medium,0,38.095238095238095
Male,Poor,High,High,55.0,93.0,7.3,Very Active,6.4,3.7,3.9,5.3,49.8,Medium,1,53.125
Male,Poor,High,High,86.1,68.5,7.8,Moderately Active,8.3,9.2,2.5,6.5,55.0,Medium,1,47.89915966386555
Male,Poor,High,High,64.3,79.7,7.3,Moderately Active,10.0,8.2,2.4,8.7,58.4,Medium,1,75.55555555555556
Male,Poor,High,Low,80.9,46.8,5.2,Very Active,2.7,4.9,2.8,6.4,48.7,Medium,1,0.0
Male,Poor,Moderate,High,83.6,82.2,7.3,Very Active,6.2,5.9,7.4,7.1,63.1,High,1,91.42857142857143
Female,Healthy,High,High,96.1,82.8,3.0,Underactive,7.7,3.7,5.6,4.6,40.2,Low,0,85.3658536585366
Female,Healthy,High,Moderate,77.5,64.4,4.5,Very Active,7.7,3.7,4.6,7.2,51.5,Medium,0,33.33333333333333
Female,Healthy,High,Moderate,89.7,91.7,6.6,Very Active,6.1,8.4,0.0,6.6,66.4,High,0,25.0
Male,Poor,High,High,75.3,100.0,3.8,Moderately Active,9.1,9.5,6.6,7.3,62.2,Medium,1,62.0
Female,Healthy,High,High,79.2,50.0,8.7,Underactive,7.1,4.2,4.6,7.8,54.8,Medium,0,40.0
Female,Poor,High,High,88.4,76.0,8.0,Very Active,6.0,6.3,2.4,5.4,62.8,Medium,0,90.9090909090909
Male,Excessive,High,High,68.0,65.7,1.0,Moderately Active,2.6,7.3,6.7,6.3,60.3,Medium,1,49.29577464788733
Male,Healthy,High,High,88.1,41.8,7.2,Very Active,5.1,9.5,5.8,7.4,61.6,Medium,1,21.21212121212121
Female,Poor,High,High,79.8,58.2,7.7,Very Active,8.3,6.0,4.4,6.5,56.8,Medium,0,45.56962025316456
Male,Healthy,High,High,81.7,83.5,3.4,Underactive,5.0,5.8,2.5,1.6,46.9,Medium,1,34.831460674157306
Female,Healthy,High,Moderate,88.0,100.0,7.9,Very Active,8.0,6.4,6.6,7.7,71.1,High,0,42.857142857142854
Female,Poor,High,High,74.7,68.6,4.7,Very Active,3.5,6.9,1.6,6.5,39.3,Low,0,87.8048780487805
Male,Healthy,High,Moderate,72.5,75.9,1.9,Very Active,6.2,9.3,5.5,5.4,60.4,Medium,1,21.34831460674157
Female,Poor,High,High,97.2,82.5,8.0,Very Active,7.7,5.8,0.1,4.8,62.1,Medium,0,48.717948717948715
Female,Poor,High,Low,90.9,77.1,10.0,Underactive,10.0,5.2,1.0,4.9,48.8,Medium,0,0.0
Male,Poor,High,High,69.6,61.3,10.0,Very Active,3.3,6.4,2.8,4.9,64.3,High,1,36.507936507936506
Female,Healthy,High,High,60.7,100.0,6.7,Very Active,3.2,4.8,7.0,6.0,74.9,High,0,71.42857142857143
Male,Excessive,Low,Moderate,87.6,66.7,2.8,Very Active,9.4,9.4,1.0,7.4,52.6,Medium,1,65.0
Female,Healthy,High,High,84.2,83.4,5.5,Underactive,9.2,3.5,4.0,4.6,51.2,Medium,0,56.92307692307692
Female,Poor,High,High,78.3,64.1,8.4,Very Active,6.6,4.1,4.9,5.6,46.7,Medium,0,50.0
Male,Healthy,High,Moderate,91.2,93.9,5.9,Very Active,4.7,1.4,1.0,8.4,69.8,High,1,33.33333333333333
Male,Healthy,High,High,99.9,35.7,7.4,Very Active,1.8,3.2,7.4,6.2,51.0,Medium,1,62.5
Female,Healthy,High,High,69.4,80.4,6.2,Very Active,5.6,10.0,8.2,2.8,62.1,Medium,0,40.229885057471265
Male,Healthy,High,High,100.0,63.7,8.0,Underactive,5.8,6.5,0.0,6.9,58.4,Medium,1,57.407407407407405
Male,Poor,High,High,61.5,92.2,7.5,Underactive,8.8,3.3,5.4,6.0,45.6,Low,1,40.298507462686565
Male,Poor,High,Moderate,79.8,61.3,6.0,Underactive,6.7,6.4,4.9,4.6,40.9,Low,1,23.943661971830988
Male,Poor,High,Low,83.0,79.7,6.6,Very Active,3.4,9.9,4.4,6.4,69.4,High,1,10.975609756097562
Male,Healthy,High,Moderate,89.1,79.5,5.6,Very Active,7.8,4.1,0.0,4.0,44.4,Low,1,23.076923076923077
Male,Poor,Moderate,High,89.2,62.7,7.1,Very Active,1.9,8.5,5.5,8.3,80.2,High,1,89.28571428571429
Female,Excessive,High,High,72.4,94.9,3.4,Underactive,5.1,4.3,1.6,7.5,49.8,Medium,0,31.16883116883117
Male,Poor,High,High,73.0,71.7,9.1,Underactive,5.4,9.4,0.0,5.6,56.6,Medium,1,43.07692307692307
Female,Poor,High,Low,72.5,84.7,6.5,Very Active,2.3,7.3,4.2,6.7,61.2,Medium,0,0.0
Female,Healthy,High,High,77.7,100.0,7.7,Moderately Active,7.6,3.8,3.1,4.6,48.1,Medium,0,100.0
Female,Healthy,High,High,91.5,41.7,6.0,Very Active,1.0,3.9,1.8,9.5,58.6,Medium,0,100.0
Female,Poor,High,Low,95.6,62.7,7.3,Very Active,5.0,5.5,1.8,5.2,67.2,High,0,0.0
Female,Healthy,High,Low,85.7,86.1,4.3,Moderately Active,7.0,8.7,0.0,6.4,56.4,Medium,0,0.0
Female,Healthy,Moderate,Low,81.7,97.0,5.2,Underactive,1.5,1.7,6.2,6.3,70.9,High,0,0.0
Male,Poor,Moderate,High,100.0,61.6,8.2,Very Active,3.5,9.6,7.3,8.2,84.0,High,1,82.35294117647058
Male,Healthy,High,High,78.2,95.2,7.6,Very Active,5.3,7.0,0.3,6.6,52.9,Medium,1,35.35353535353536
Female,Poor,Moderate,High,90.9,81.1,7.0,Underactive,3.8,10.0,1.7,5.6,68.2,High,0,76.92307692307693
Female,Poor,High,High,64.0,44.4,8.8,Very Active,5.0,7.5,0.2,2.6,54.8,Medium,0,67.79661016949152
Male,Poor,Moderate,Moderate,77.1,42.9,1.4,Underactive,3.1,4.6,1.2,6.6,43.0,Low,1,44.11764705882353
Female,Healthy,High,Low,83.1,84.6,5.9,Moderately Active,7.2,6.5,5.5,6.5,57.5,Medium,0,1.2987012987012987
Female,Poor,Moderate,Moderate,63.2,58.9,9.2,Very Active,3.4,8.8,3.9,10.0,72.0,High,0,59.25925925925925
Female,Poor,High,High,68.5,86.9,1.4,Moderately Active,1.0,5.0,2.6,6.2,52.1,Medium,0,44.57831325301205
Male,Excessive,High,High,74.4,74.2,6.3,Very Active,7.9,3.7,3.6,8.8,41.9,Low,1,34.72222222222222
Female,Poor,High,High,83.1,55.5,8.2,Moderately Active,5.4,3.3,1.0,4.8,44.9,Low,0,39.655172413793096
Male,Poor,High,High,63.1,64.2,2.4,Underactive,4.1,5.8,3.4,6.5,43.4,Low,1,40.476190476190474
Female,Poor,High,High,98.3,40.0,7.3,Very Active,3.0,1.6,4.8,7.3,43.0,Low,0,26.08695652173913
Male,Poor,High,Low,84.1,53.6,6.7,Underactive,4.8,1.8,3.4,7.8,42.9,Low,1,11.111111111111112
Male,Poor,High,High,77.7,47.2,8.4,Underactive,7.0,5.0,4.1,7.2,47.7,Medium,1,28.865979381443303
Male,Poor,High,High,61.2,100.0,4.0,Very Active,10.0,6.7,7.6,8.7,49.7,Medium,1,58.46153846153845
Male,Healthy,High,High,89.7,43.1,7.3,Very Active,8.4,4.5,3.1,6.2,57.9,Medium,1,48.93617021276595
Male,Poor,High,High,78.0,82.5,6.7,Underactive,4.3,8.8,0.0,9.0,66.3,High,1,50.0
Female,Healthy,High,High,93.9,80.2,8.2,Moderately Active,4.5,6.8,6.3,6.8,70.6,High,0,51.66666666666667
Female,Poor,High,High,79.2,78.5,8.0,Underactive,1.4,10.0,1.8,6.9,60.3,Medium,0,24.603174603174605
Male,Poor,High,Low,89.0,59.3,1.7,Underactive,1.8,6.0,7.8,7.1,46.3,Low,1,0.0
Female,Healthy,High,High,78.6,86.2,2.2,Underactive,1.3,2.4,0.0,6.5,48.5,Medium,0,33.33333333333333
Female,Excessive,High,High,84.9,55.2,5.7,Underactive,8.2,4.5,2.3,3.5,36.2,Low,0,38.02816901408451
Male,Poor,High,High,91.3,89.3,3.6,Underactive,6.7,3.4,7.6,5.4,26.6,Low,1,54.320987654320994
Male,Poor,High,High,66.0,90.9,9.7,Very Active,9.0,6.3,6.2,9.4,57.0,Medium,1,58.252427184466015
Female,Poor,High,High,93.7,48.6,6.2,Moderately Active,5.0,3.3,5.0,6.5,44.2,Low,0,36.904761904761905
Male,Healthy,High,High,100.0,89.4,7.3,Underactive,4.7,5.5,1.8,8.3,81.0,High,1,47.16981132075472
Female,Healthy,High,High,52.7,79.9,8.5,Moderately Active,2.6,3.8,2.9,6.1,48.1,Medium,0,62.903225806451616
Female,Excessive,High,High,56.8,87.4,4.5,Underactive,7.5,10.0,5.8,6.9,56.7,Medium,0,56.666666666666664
Male,Poor,High,High,68.5,60.4,7.2,Moderately Active,3.0,4.9,0.6,6.9,46.1,Low,1,36.986301369863014
Female,Healthy,High,Moderate,96.7,100.0,7.5,Very Active,4.5,5.6,3.5,6.6,86.3,High,0,30.434782608695656
Male,Healthy,High,Low,100.0,74.2,7.4,Underactive,8.5,4.5,4.8,5.9,67.2,High,1,0.0
Female,Healthy,High,Moderate,80.7,93.0,10.0,Underactive,7.6,4.3,3.2,5.4,48.5,Medium,0,18.823529411764707
Female,Healthy,High,High,46.4,100.0,3.3,Underactive,5.3,4.8,7.9,9.8,56.6,Medium,0,26.470588235294123
Male,Healthy,High,High,88.5,37.8,7.5,Underactive,7.8,6.8,5.0,5.4,49.6,Medium,1,43.07692307692307
Female,Poor,High,Moderate,76.7,61.0,6.9,Moderately Active,1.0,3.3,3.4,3.6,38.6,Low,0,20.253164556962027
Male,Healthy,High,High,67.5,100.0,5.6,Underactive,2.1,7.0,6.2,7.7,69.7,High,1,85.3658536585366
Female,Healthy,High,High,75.4,66.4,3.1,Underactive,3.3,6.2,,8.7,59.7,Medium,0,60.0
Male,Healthy,High,Low,62.5,100.0,0.6,Very Active,5.3,8.7,5.4,7.1,70.8,High,1,6.493506493506493
Female,Healthy,High,Moderate,63.5,48.9,4.8,Very Active,8.1,7.4,0.5,3.0,33.1,Low,0,19.54022988505747
Male,Healthy,High,High,66.8,90.9,6.3,Moderately Active,6.7,7.5,5.1,2.9,41.0,Low,1,56.666666666666664
Male,Healthy,High,High,65.0,80.7,10.0,Underactive,5.2,4.3,4.7,5.6,57.7,Medium,1,50.0
Male,Healthy,High,High,87.5,59.5,7.4,Very Active,5.8,5.7,6.7,6.9,57.6,Medium,1,35.8974358974359
Male,Poor,High,High,65.1,63.1,0.0,Very Active,5.5,1.0,3.2,8.8,27.6,Low,1,72.41379310344827
Male,Healthy,High,Moderate,79.3,56.1,3.3,Very Active,2.1,4.9,5.0,5.8,49.0,Medium,1,34.883720930232556
Male,Poor,High,High,65.8,63.8,1.9,Very Active,7.5,6.0,7.7,9.7,49.1,Medium,1,38.02816901408451
Female,Healthy,Moderate,High,66.3,86.9,4.2,Very Active,6.2,9.5,6.6,7.0,77.8,High,0,87.49999999999999
Male,Poor,High,Moderate,65.8,58.7,5.4,Underactive,10.0,5.4,2.8,9.0,43.9,Low,1,25.862068965517242
Female,Healthy,High,Low,77.6,80.6,8.2,Underactive,6.4,5.1,8.5,6.2,63.9,High,0,0.0
Male,Poor,High,High,62.5,88.5,7.0,Moderately Active,3.6,4.1,6.8,6.5,38.2,Low,1,51.13636363636363
Male,Poor,High,High,70.7,54.0,2.1,Underactive,1.7,8.8,4.7,6.8,29.8,Low,1,37.64705882352941
Female,Excessive,High,High,61.3,64.6,2.9,Very Active,5.9,5.6,6.7,7.2,43.1,Low,0,58.06451612903226
Male,Healthy,High,High,74.3,66.7,7.0,Very Active,6.3,3.5,4.3,5.0,48.0,Medium,1,40.0
Female,Healthy,High,High,70.8,74.4,6.0,Moderately Active,2.6,6.0,5.6,6.3,46.1,Low,0,75.51020408163265
Female,Healthy,High,High,69.9,76.7,6.7,Very Active,1.5,1.7,6.8,6.5,49.7,Medium,0,38.75
Female,Healthy,High,High,76.8,69.4,4.5,Very Active,7.1,4.6,3.8,8.1,55.2,Medium,0,50.793650793650805
Male,Healthy,High,Moderate,96.7,94.6,6.5,Very Active,2.3,7.6,5.0,6.5,68.7,High,1,22.78481012658228
Male,Healthy,High,High,62.3,67.8,2.3,Underactive,8.3,4.2,4.5,7.6,41.8,Low,1,76.31578947368422
Male,Poor,High,High,80.9,59.4,5.4,Underactive,10.0,4.5,0.3,5.8,18.1,Low,1,60.0
Male,Healthy,High,High,87.9,100.0,4.9,Underactive,6.4,3.3,9.0,9.4,64.7,High,1,81.3953488372093
Female,Healthy,High,High,48.5,50.2,6.5,Very Active,5.4,6.9,0.0,6.2,31.9,Low,0,69.0909090909091
Female,Poor,High,High,84.0,66.7,5.3,Very Active,4.8,8.4,4.3,6.1,53.0,Medium,0,50.515463917525786
Male,Poor,High,High,80.5,80.7,4.7,Underactive,2.4,4.4,0.7,6.8,57.7,Medium,1,69.04761904761905
Male,Poor,Moderate,Moderate,63.9,57.6,6.8,Underactive,3.9,3.6,5.1,7.7,47.9,Medium,1,35.0
Male,Excessive,High,High,100.0,53.0,4.2,Underactive,6.0,6.1,2.5,6.2,38.4,Low,1,47.76119402985074
Female,Healthy,High,High,74.7,67.5,5.0,Underactive,6.9,6.0,5.2,7.3,52.6,Medium,0,74.4186046511628
Male,Poor,High,High,75.9,57.0,4.9,Underactive,1.6,4.7,1.9,7.0,56.9,Medium,1,36.507936507936506
Male,Healthy,High,High,80.3,100.0,8.3,Underactive,9.6,8.6,1.8,4.2,46.2,Low,1,28.39506172839506
Female,Healthy,High,High,74.8,100.0,4.3,Underactive,7.2,8.9,6.1,6.8,65.0,High,0,49.39759036144578
Female,Poor,High,High,77.7,96.0,10.0,Underactive,4.9,3.0,2.4,8.3,53.5,Medium,0,34.7457627118644
Male,Poor,High,High,93.4,81.8,7.6,Very Active,9.2,3.9,1.5,5.0,45.9,Low,1,64.51612903225806
Male,Healthy,High,High,79.1,81.8,4.9,Underactive,1.7,5.5,0.0,6.8,65.0,High,1,40.74074074074075
Female,Poor,High,Low,100.0,77.4,7.6,Moderately Active,5.1,7.1,1.8,8.6,80.5,High,0,0.0
Male,Excessive,High,High,99.0,60.2,5.3,Moderately Active,2.3,5.2,1.5,4.8,48.4,Medium,1,66.66666666666666
Male,Healthy,Moderate,High,66.4,100.0,8.5,Very Active,3.9,5.5,7.8,5.1,68.3,High,1,97.29729729729729
Male,Poor,High,Moderate,97.9,100.0,7.3,Underactive,7.7,8.7,4.4,7.0,61.8,Medium,1,23.076923076923077
Female,Healthy,Moderate,High,71.9,43.1,6.6,Moderately Active,1.0,2.1,2.2,9.0,65.2,High,0,73.68421052631578
Male,Healthy,High,High,82.8,59.4,6.5,Very Active,1.8,2.5,4.2,2.7,48.9,Medium,1,31.343283582089555
Female,Excessive,High,Low,79.8,71.3,6.0,Very Active,1.5,4.1,4.1,4.9,50.0,Medium,0,1.9230769230769231
Male,Poor,High,Moderate,81.6,84.0,10.0,Very Active,7.8,8.2,1.3,5.3,64.0,High,1,13.157894736842104
Male,Healthy,High,Moderate,81.8,73.9,4.3,Moderately Active,3.0,4.8,2.5,6.6,48.8,Medium,1,11.206896551724139
Male,Poor,High,High,57.6,98.3,5.8,Underactive,4.5,2.7,4.4,6.5,33.7,Low,1,44.21052631578948
Female,Excessive,High,High,75.1,86.0,8.9,Very Active,5.4,6.7,1.7,6.7,67.1,High,0,66.26506024096385
Male,Healthy,High,Moderate,71.5,85.7,6.1,Very Active,4.5,5.3,0.6,7.3,60.4,Medium,1,16.666666666666668
Male,Poor,High,High,100.0,70.0,5.8,Very Active,4.1,7.8,0.0,10.0,71.6,High,1,31.428571428571434
Female,Healthy,High,High,74.7,80.6,4.9,Moderately Active,9.6,5.3,3.7,4.8,41.7,Low,0,71.23287671232877
Female,Poor,Moderate,Moderate,75.2,92.3,8.4,Underactive,4.3,7.6,1.5,6.0,73.4,High,0,78.26086956521739
Female,Healthy,High,Low,100.0,51.3,5.9,Very Active,9.3,8.1,3.8,6.4,67.6,High,0,2.127659574468085
Male,Poor,High,High,92.5,87.6,6.6,Very Active,4.6,9.1,3.5,9.3,66.2,High,1,91.37931034482759
Female,Healthy,High,High,83.0,59.6,7.7,Very Active,8.1,5.7,0.5,6.8,57.5,Medium,0,44.047619047619044
Female,Healthy,High,High,82.8,85.9,8.7,Very Active,5.6,8.1,5.3,8.0,73.4,High,0,83.63636363636363
Female,Healthy,High,Low,81.0,59.9,4.0,Moderately Active,4.6,8.2,1.9,7.0,57.2,Medium,0,12.85714285714286
Male,Poor,High,High,100.0,75.5,4.0,Underactive,7.1,3.3,3.9,7.6,48.9,Medium,1,61.66666666666667
Female,Poor,High,High,63.5,58.4,4.1,Very Active,4.6,7.3,0.0,5.6,52.4,Medium,0,39.682539682539684
Male,Poor,High,High,98.2,74.6,5.2,Very Active,4.0,7.1,3.7,8.0,62.4,Medium,1,85.71428571428572
Male,Poor,High,High,54.3,82.5,9.7,Underactive,6.3,7.4,0.6,6.6,54.9,Medium,1,36.84210526315789
Male,Poor,High,High,66.2,95.0,9.7,Very Active,6.3,6.4,0.8,8.1,65.4,High,1,31.35593220338983
Male,Healthy,High,High,67.3,57.9,4.9,Moderately Active,7.7,8.8,1.8,5.2,58.7,Medium,1,37.096774193548384
Female,Healthy,High,High,59.1,88.3,7.8,Underactive,6.4,8.0,6.1,5.1,69.0,High,0,80.43478260869567
Female,Healthy,High,High,82.6,82.8,5.9,Moderately Active,10.0,3.2,4.6,5.5,50.8,Medium,0,55.26315789473685
Male,Healthy,High,Moderate,71.6,98.6,9.1,Moderately Active,6.9,6.7,6.4,10.0,68.2,High,1,32.72727272727273
Male,Poor,High,Moderate,62.7,51.8,5.5,Moderately Active,4.6,9.3,5.0,6.8,23.9,Low,1,16.176470588235293
Female,Healthy,High,Low,100.0,62.6,5.0,Very Active,2.7,7.7,3.6,6.4,74.5,High,0,0.0
Female,Poor,High,Low,73.1,71.5,5.0,Very Active,4.0,7.0,4.3,7.0,64.8,High,0,9.09090909090909
Female,Healthy,High,Moderate,80.7,100.0,8.7,Very Active,7.7,7.4,2.5,6.5,59.3,Medium,0,21.978021978021978
Male,Poor,High,High,100.0,69.8,6.6,Underactive,6.0,6.3,5.6,8.7,59.0,Medium,1,30.136986301369866
Female,Poor,Moderate,High,88.8,74.3,4.4,Very Active,2.1,4.4,5.9,7.8,53.7,Medium,0,69.44444444444444
Male,Poor,Low,Low,100.0,62.7,2.8,Moderately Active,1.8,5.1,1.1,4.7,46.2,Low,1,80.0
Female,Poor,High,Low,71.0,89.1,6.5,Very Active,8.7,4.5,1.2,9.2,62.4,Medium,0,0.0
Female,Healthy,High,High,93.6,87.2,3.9,Very Active,5.2,6.9,7.0,5.9,78.4,High,0,48.48484848484849
Male,Healthy,High,High,86.4,65.2,2.1,Moderately Active,5.3,8.8,7.6,6.7,57.6,Medium,1,29.629629629629626
Female,Poor,High,High,92.9,56.2,8.4,Very Active,5.0,8.5,0.9,5.2,59.9,Medium,0,71.92982456140349
Female,Excessive,High,High,91.0,88.9,3.3,Very Active,6.0,6.0,1.7,6.1,52.5,Medium,0,65.21739130434783
Female,Healthy,High,High,70.0,84.2,2.1,Very Active,7.0,4.1,1.3,7.0,47.9,Medium,0,46.835443037974684
Male,Healthy,High,High,100.0,63.1,5.7,Underactive,4.4,4.7,1.5,7.3,67.8,High,1,43.83561643835617
Male,Healthy,High,High,50.6,87.5,5.3,Very Active,8.1,6.4,6.5,5.5,54.4,Medium,1,56.79012345679012
Male,Poor,Moderate,Moderate,88.9,97.1,6.5,Moderately Active,8.5,7.9,4.8,6.9,70.0,High,1,50.0
Male,Healthy,High,High,83.8,90.2,5.3,Moderately Active,6.4,3.2,7.9,5.4,54.7,Medium,1,83.01886792452832
Male,Poor,High,High,89.3,61.3,5.6,Very Active,9.0,7.2,3.0,5.9,48.5,Medium,1,57.627118644067785
Male,Poor,High,High,90.9,65.8,6.7,Very Active,7.7,5.8,3.9,5.5,45.6,Low,1,36.76470588235294
Male,Poor,High,Moderate,78.3,42.0,6.8,Very Active,1.0,4.9,4.0,4.1,59.7,Medium,1,24.528301886792455
Female,Healthy,Moderate,High,98.2,53.3,5.3,Underactive,3.8,3.6,8.2,6.8,58.7,Medium,0,62.85714285714287
Female,Healthy,High,Moderate,76.0,38.5,2.3,Moderately Active,5.0,7.5,3.4,4.8,38.3,Low,0,13.978494623655912
Female,Healthy,High,Moderate,86.1,97.0,9.4,Very Active,5.6,6.6,3.4,5.9,64.2,High,0,17.741935483870968
Female,Healthy,High,High,88.3,100.0,3.2,Moderately Active,7.3,4.3,5.3,7.1,37.8,Low,0,63.41463414634148
Female,Healthy,High,High,91.8,79.5,7.9,Underactive,7.5,9.8,5.4,8.5,75.6,High,0,61.53846153846154
Male,Healthy,High,Moderate,80.5,46.1,8.7,Underactive,1.0,5.4,4.1,7.7,59.5,Medium,1,23.61111111111111
Male,Healthy,Moderate,Moderate,76.3,96.6,5.3,Moderately Active,4.1,4.1,3.2,7.2,56.2,Medium,1,46.15384615384615
Male,Poor,High,Moderate,69.9,83.4,7.9,Moderately Active,4.5,6.4,1.7,8.2,47.0,Medium,1,15.217391304347828
Female,Poor,High,Moderate,86.3,97.2,8.1,Underactive,6.4,9.5,3.5,8.7,75.1,High,0,20.731707317073173
Male,Poor,High,High,55.3,85.6,3.6,Moderately Active,7.6,3.6,5.8,6.9,40.2,Low,1,85.0
Male,Poor,High,High,84.0,50.1,9.2,Moderately Active,7.4,6.3,4.0,4.1,52.4,Medium,1,41.7910447761194
Male,Poor,High,High,85.0,86.9,6.7,Underactive,7.4,5.6,9.9,8.4,55.8,Medium,1,80.0
Male,Healthy,High,High,100.0,47.0,1.2,Very Active,4.8,6.7,2.6,6.8,63.4,High,1,56.86274509803921
Male,Healthy,Low,Moderate,71.4,61.1,6.4,Very Active,6.8,4.0,0.2,6.6,51.5,Medium,1,100.0
Female,Healthy,High,High,82.4,93.6,4.8,Underactive,1.6,6.9,3.1,4.5,56.7,Medium,0,92.15686274509804
Male,Healthy,High,Low,82.1,92.7,7.0,Very Active,6.7,6.7,3.3,4.6,68.6,High,1,0.0
Female,Healthy,High,High,65.6,58.0,4.6,Underactive,8.9,7.8,6.7,5.0,37.2,Low,0,55.932203389830505
Female,Healthy,High,Low,79.9,54.5,4.6,Moderately Active,2.1,7.0,3.9,8.5,65.7,High,0,8.602150537634408
Male,Healthy,Moderate,Low,62.6,75.5,3.7,Very Active,5.4,8.0,5.0,10.0,68.5,High,1,0.0
Female,Healthy,Moderate,High,92.5,100.0,6.5,Very Active,8.2,6.9,6.5,3.7,65.9,High,0,71.7948717948718
Female,Excessive,High,High,85.6,100.0,6.0,Underactive,8.3,7.7,0.4,7.7,60.4,Medium,0,47.887323943661976
Female,Healthy,High,Low,98.4,90.9,6.2,Moderately Active,8.7,7.3,3.7,5.1,63.5,High,0,0.0
Female,Healthy,Moderate,High,65.9,69.3,8.3,Very Active,6.8,6.8,3.9,6.9,62.5,Medium,0,72.97297297297297
Male,Poor,High,High,80.7,60.6,3.7,Very Active,5.2,4.5,3.1,5.6,44.9,Low,1,65.85365853658539
Male,Poor,High,High,64.8,57.9,3.1,Underactive,6.1,6.2,0.4,7.2,42.4,Low,1,39.42307692307692
